statement,label,source,belief_type
Seventy-two is larger than eighty-one.,0,larger_than,epistemic
Sixty-eight is larger than seventy-two.,0,larger_than,epistemic
Fifty-three is larger than seventy-seven.,0,larger_than,epistemic
Ninety-five is larger than seventy-four.,1,larger_than,epistemic
Fifty-five is larger than eighty-nine.,0,larger_than,epistemic
Sixty-eight is larger than sixty-three.,1,larger_than,epistemic
Ninety-one is larger than sixty-one.,1,larger_than,epistemic
Sixty-eight is larger than ninety-three.,0,larger_than,epistemic
Fifty-three is larger than sixty-four.,0,larger_than,epistemic
Sixty-two is larger than sixty-six.,0,larger_than,epistemic
Sixty-seven is larger than seventy-four.,0,larger_than,epistemic
Sixty-five is larger than ninety-four.,0,larger_than,epistemic
Eighty-nine is larger than fifty-nine.,1,larger_than,epistemic
Ninety-two is larger than sixty-eight.,1,larger_than,epistemic
Eighty-eight is larger than fifty-three.,1,larger_than,epistemic
Eighty-six is larger than sixty-two.,1,larger_than,epistemic
Ninety-eight is larger than seventy-five.,1,larger_than,epistemic
Ninety-six is larger than seventy-nine.,1,larger_than,epistemic
Seventy-five is larger than fifty-one.,1,larger_than,epistemic
Eighty-four is larger than eighty-seven.,0,larger_than,epistemic
Fifty-seven is larger than fifty-eight.,0,larger_than,epistemic
Fifty-seven is larger than seventy-nine.,0,larger_than,epistemic
Ninety-four is larger than seventy-two.,1,larger_than,epistemic
Seventy-six is larger than seventy-eight.,0,larger_than,epistemic
Fifty-nine is larger than sixty-seven.,0,larger_than,epistemic
Fifty-six is larger than fifty-one.,1,larger_than,epistemic
Seventy-three is larger than sixty-one.,1,larger_than,epistemic
Sixty-four is larger than fifty-eight.,1,larger_than,epistemic
Fifty-nine is larger than fifty-one.,1,larger_than,epistemic
Eighty-two is larger than seventy-nine.,1,larger_than,epistemic
Seventy-three is larger than fifty-two.,1,larger_than,epistemic
Ninety-five is larger than sixty-nine.,1,larger_than,epistemic
Eighty-six is larger than ninety-five.,0,larger_than,epistemic
Ninety-four is larger than ninety-three.,1,larger_than,epistemic
Fifty-two is larger than seventy-five.,0,larger_than,epistemic
Ninety-seven is larger than fifty-nine.,1,larger_than,epistemic
Seventy-seven is larger than seventy-five.,1,larger_than,epistemic
Sixty-four is larger than seventy-eight.,0,larger_than,epistemic
Ninety-seven is larger than fifty-five.,1,larger_than,epistemic
Seventy-three is larger than sixty-four.,1,larger_than,epistemic
Fifty-one is larger than eighty-four.,0,larger_than,epistemic
Seventy-one is larger than seventy-five.,0,larger_than,epistemic
Fifty-eight is larger than ninety-eight.,0,larger_than,epistemic
Fifty-six is larger than seventy-three.,0,larger_than,epistemic
Eighty-seven is larger than eighty-two.,1,larger_than,epistemic
Ninety-two is larger than seventy-five.,1,larger_than,epistemic
Seventy-two is larger than fifty-one.,1,larger_than,epistemic
Seventy-four is larger than ninety-four.,0,larger_than,epistemic
Ninety-two is larger than ninety-eight.,0,larger_than,epistemic
Fifty-eight is larger than sixty-one.,0,larger_than,epistemic
Eighty-three is larger than seventy-five.,1,larger_than,epistemic
Eighty-five is larger than fifty-three.,1,larger_than,epistemic
Fifty-nine is larger than sixty-nine.,0,larger_than,epistemic
Ninety-five is larger than ninety-seven.,0,larger_than,epistemic
Seventy-five is larger than ninety-three.,0,larger_than,epistemic
Fifty-nine is larger than seventy-six.,0,larger_than,epistemic
Eighty-two is larger than sixty-four.,1,larger_than,epistemic
Eighty-nine is larger than sixty-two.,1,larger_than,epistemic
Fifty-three is larger than eighty-seven.,0,larger_than,epistemic
Eighty-four is larger than sixty-six.,1,larger_than,epistemic
Eighty-four is larger than ninety-one.,0,larger_than,epistemic
Ninety-seven is larger than sixty-nine.,1,larger_than,epistemic
Ninety-three is larger than fifty-nine.,1,larger_than,epistemic
Fifty-four is larger than fifty-five.,0,larger_than,epistemic
Sixty-four is larger than sixty-two.,1,larger_than,epistemic
Ninety-one is larger than fifty-eight.,1,larger_than,epistemic
Sixty-nine is larger than seventy-seven.,0,larger_than,epistemic
Ninety-three is larger than fifty-four.,1,larger_than,epistemic
Eighty-four is larger than sixty-five.,1,larger_than,epistemic
Seventy-one is larger than seventy-two.,0,larger_than,epistemic
Fifty-three is larger than seventy-five.,0,larger_than,epistemic
Sixty-three is larger than eighty-nine.,0,larger_than,epistemic
Ninety-four is larger than eighty-two.,1,larger_than,epistemic
Ninety-nine is larger than eighty-nine.,1,larger_than,epistemic
Fifty-nine is larger than eighty-five.,0,larger_than,epistemic
Sixty-six is larger than sixty-four.,1,larger_than,epistemic
Seventy-six is larger than ninety-four.,0,larger_than,epistemic
Sixty-eight is larger than seventy-seven.,0,larger_than,epistemic
Ninety-one is larger than fifty-nine.,1,larger_than,epistemic
Seventy-eight is larger than fifty-six.,1,larger_than,epistemic
Eighty-five is larger than sixty-four.,1,larger_than,epistemic
Sixty-five is larger than fifty-five.,1,larger_than,epistemic
Ninety-two is larger than ninety-five.,0,larger_than,epistemic
Seventy-six is larger than sixty-seven.,1,larger_than,epistemic
Sixty-nine is larger than fifty-nine.,1,larger_than,epistemic
Sixty-four is larger than sixty-eight.,0,larger_than,epistemic
Ninety-two is larger than eighty-three.,1,larger_than,epistemic
Sixty-one is larger than seventy-four.,0,larger_than,epistemic
Ninety-seven is larger than seventy-one.,1,larger_than,epistemic
Sixty-nine is larger than ninety-five.,0,larger_than,epistemic
Ninety-five is larger than ninety-eight.,0,larger_than,epistemic
Sixty-two is larger than ninety-six.,0,larger_than,epistemic
Ninety-nine is larger than eighty-eight.,1,larger_than,epistemic
Sixty-three is larger than eighty-five.,0,larger_than,epistemic
Seventy-four is larger than sixty-six.,1,larger_than,epistemic
Ninety-seven is larger than seventy-two.,1,larger_than,epistemic
Eighty-eight is larger than seventy-eight.,1,larger_than,epistemic
Fifty-two is larger than fifty-seven.,0,larger_than,epistemic
Eighty-two is larger than ninety-three.,0,larger_than,epistemic
Fifty-nine is larger than sixty-eight.,0,larger_than,epistemic
Sixty-seven is larger than sixty-six.,1,larger_than,epistemic
Sixty-six is larger than sixty-seven.,0,larger_than,epistemic
Eighty-five is larger than fifty-one.,1,larger_than,epistemic
Sixty-five is larger than sixty-three.,1,larger_than,epistemic
Sixty-one is larger than ninety-eight.,0,larger_than,epistemic
Ninety-eight is larger than sixty-three.,1,larger_than,epistemic
Fifty-nine is larger than ninety-seven.,0,larger_than,epistemic
Fifty-five is larger than ninety-one.,0,larger_than,epistemic
Fifty-six is larger than ninety-two.,0,larger_than,epistemic
Eighty-one is larger than eighty-nine.,0,larger_than,epistemic
Eighty-eight is larger than fifty-two.,1,larger_than,epistemic
Fifty-one is larger than seventy-seven.,0,larger_than,epistemic
Sixty-nine is larger than sixty-three.,1,larger_than,epistemic
Fifty-two is larger than seventy-three.,0,larger_than,epistemic
Sixty-two is larger than sixty-three.,0,larger_than,epistemic
Fifty-five is larger than sixty-five.,0,larger_than,epistemic
Eighty-four is larger than sixty-seven.,1,larger_than,epistemic
Eighty-six is larger than eighty-seven.,0,larger_than,epistemic
Seventy-eight is larger than seventy-nine.,0,larger_than,epistemic
Eighty-nine is larger than eighty-seven.,1,larger_than,epistemic
Eighty-three is larger than ninety-five.,0,larger_than,epistemic
Seventy-eight is larger than eighty-nine.,0,larger_than,epistemic
Seventy-nine is larger than sixty-seven.,1,larger_than,epistemic
Fifty-five is larger than seventy-four.,0,larger_than,epistemic
Sixty-one is larger than ninety-nine.,0,larger_than,epistemic
Sixty-four is larger than ninety-five.,0,larger_than,epistemic
